Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	TorqueEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref	Energy_Speed	Energy_Torque
12.000000	1.360299	0.000000	0.000000	-0.298215	0.082838	1.325401	-0.165675	0.001045	0.000000	0.057220	-0.931032	100.730484	-0.620688	-0.165675	0.000156	0.000000	0.001051	0.000156
13.000000	11.562538	1.344681	0.197704	16.700054	1.325401	4.638904	-0.248513	0.059430	20.000000	5.779266	0.931255	100.730484	18.004265	4.804579	-0.031124	19.793183	0.060481	-0.030968
14.000000	36.728061	12.674331	1.863463	19.383991	7.952406	18.472778	-0.082838	0.347129	20.000000	14.619826	18.315779	100.896156	19.245937	5.135929	-0.087899	19.793183	0.407610	-0.118867
15.000000	67.334779	38.995739	5.733408	31.610815	9.526320	28.744637	-0.165675	0.678354	20.000000	46.176907	19.870342	100.896156	18.628447	4.970254	-0.166309	19.793183	1.085964	-0.285176
16.000000	89.099557	66.604607	9.792644	27.137587	11.845772	7.538218	-0.165675	0.452182	20.000000	71.783058	18.627331	100.896156	18.627331	4.804579	-0.179324	19.793183	1.538146	-0.464500
17.000000	114.945230	89.263908	13.124163	24.453650	9.443482	24.685595	-0.331350	0.488022	20.000000	93.755714	18.627331	100.813316	19.870342	4.638904	-0.219108	19.793183	2.026168	-0.683608
18.000000	147.592395	118.103020	17.364277	28.032232	13.502523	29.987200	-0.497025	-0.056974	20.000000	127.143852	18.937786	100.896156	18.937786	4.556066	-0.257032	19.793183	1.969194	-0.940641
19.000000	176.838815	148.715958	21.865191	45.030502	11.845772	22.780331	-0.248513	-0.556980	20.000000	151.863083	18.937786	100.896156	18.627331	4.970254	-0.308194	19.793183	1.412215	-1.248835
20.000000	187.041054	178.499207	26.244119	33.101891	9.112132	6.875518	-0.248513	0.594594	20.000000	180.501923	19.558699	100.896156	19.558699	4.804579	-0.357623	19.793183	2.006809	-1.606458
21.000000	191.121950	186.824783	27.468200	24.453650	6.212818	6.792680	-0.248513	0.641198	20.000000	187.196716	18.938921	100.896156	18.937786	4.804579	-0.365985	19.793183	2.648006	-1.972443
22.000000	192.482248	191.373810	28.137027	21.173283	5.964305	5.881467	-0.165675	0.494023	20.000000	191.431030	17.695965	100.896156	19.248241	5.135929	-0.358530	19.793183	3.142029	-2.330972
23.000000	195.882995	192.861542	28.355763	20.875067	6.378493	7.869569	-0.165675	0.407771	20.000000	193.662628	19.248241	100.896156	17.695965	4.721741	-0.387786	19.793183	3.549799	-2.718758
24.000000	197.923443	196.208939	28.847920	18.787560	5.798630	5.218767	-0.165675	0.574669	20.000000	196.237549	17.694906	100.813316	19.247089	4.721741	-0.369112	19.793183	4.124468	-3.087870
25.000000	209.485980	197.954163	29.104514	22.067928	7.703894	15.242112	-0.082838	1.173640	20.000000	199.499115	19.558699	100.896156	18.937786	5.053092	-0.381075	19.793183	5.298109	-3.468945
26.000000	216.967623	211.114868	31.039487	16.103622	6.212818	9.526320	-0.165675	0.771645	20.000000	212.230667	18.937786	100.896156	18.627331	4.970254	-0.403521	19.793183	6.069754	-3.872466
27.000000	231.930907	217.008575	31.906018	28.926878	7.455381	13.254011	-0.082838	1.109618	20.000000	218.267426	18.627331	100.896156	18.937786	4.804579	-0.451924	19.793183	7.179371	-4.324390
28.000000	248.934639	233.001694	34.257431	25.944725	9.112132	17.975752	-0.414188	0.784505	20.000000	236.148819	18.627331	100.896156	19.248241	5.135929	-0.474906	19.793183	7.963877	-4.799296
29.000000	265.938371	248.165115	36.486856	38.469765	7.869569	10.686046	-0.248513	1.742952	20.000000	257.320374	19.248241	100.813316	18.316875	4.887416	-0.474654	19.793183	9.706828	-5.273950
30.000000	280.901656	266.818970	39.229467	39.364410	8.449431	9.940508	-0.082838	1.300552	20.000000	269.279449	18.937786	100.896156	18.006420	4.804579	-0.558052	19.793183	11.007380	-5.832002
