Time    	RPM Setpoints 	Measured RPM 	Measured km/h 	TorqueEst. 	I           	I_q         	I_d         	Power   	Torque_SP	Measured RPM 	Torque\sEst.\s	I           	I_q         	I_d         	Power   	Torque_Ref	Energy_Speed	Energy_Torque
0.000000	99.785867	99.105827	14.571186	5.069659	2.816477	4.887416	-0.248513	0.015895	-0.214133	99.019997	-1.241896	100.730484	-1.241822	-0.414188	0.016418	0.000000	0.318159	0.029898
0.000000	99.785867	100.278847	14.743651	4.175014	1.656751	1.159726	-0.165675	0.040165	-0.214133	100.107185	-0.620948	100.813316	-0.620948	-0.082838	0.003225	0.000000	0.056060	0.019643
0.000000	99.785867	99.649422	14.651109	8.648242	1.325401	2.402289	-0.248513	0.139435	-0.214133	99.363319	0.310474	100.730484	-0.931367	-0.248513	0.009716	0.000000	0.179600	0.012941
0.000000	99.785867	99.563591	14.638489	11.332179	1.822426	2.153777	-0.248513	0.082072	-0.214133	99.821083	-1.552371	100.730484	-1.241896	-0.331350	0.012862	0.000000	0.221507	0.022578
0.000000	99.785867	100.049965	14.709999	2.087507	1.573914	2.236614	-0.165675	0.106323	-0.214133	99.792473	-0.310456	100.813316	-0.310456	-0.165675	0.006500	0.000000	0.188395	0.019362
0.000000	99.785867	99.534981	14.634283	8.350027	1.325401	2.319452	-0.165675	0.123799	-0.214133	99.477760	0.310474	100.730484	-0.931422	-0.248513	0.009697	0.000000	0.230122	0.016197
0.000000	99.785867	99.620811	14.646902	10.139318	1.822426	2.319452	-0.248513	0.088135	-0.214133	99.792473	-0.620911	100.730484	-1.241822	-0.331350	0.012900	0.000000	0.211935	0.022597
0.000000	99.785867	100.021355	14.705793	2.982152	1.573914	0.828376	-0.165675	0.083444	-0.214133	99.792473	-1.552278	100.813316	0.000000	0.000000	0.000000	0.000000	0.171579	0.012900
0.000000	99.785867	99.534981	14.634283	6.560735	1.408239	2.402289	-0.165675	0.123799	-0.214133	99.620811	0.310474	100.730484	-1.241896	-0.331350	0.016446	0.000000	0.207243	0.016446
0.000000	99.785867	99.649422	14.651109	10.437533	1.822426	2.899315	-0.165675	0.078737	-0.214133	99.878304	-0.931311	100.730484	-1.552278	-0.248513	0.009647	0.000000	0.202536	0.026093
0.000000	99.785867	100.078575	14.714206	2.683937	1.573914	0.745538	-0.165675	0.092689	-0.214133	99.735252	0.310456	100.730484	-0.931311	-0.248513	0.013026	0.000000	0.171426	0.022673
0.000000	99.785867	99.506371	14.630076	5.666090	1.325401	2.567965	-0.248513	0.096609	-0.214133	99.563591	-0.620911	100.730484	0.000000	-0.331350	0.012958	0.000000	0.189298	0.025984
0.000000	99.785867	99.649422	14.651109	10.437533	1.822426	2.070939	-0.165675	0.015546	-0.214133	99.878304	-0.931367	100.730484	-1.241822	-0.248513	0.009658	0.000000	0.112155	0.022616
0.000000	99.785867	100.021355	14.705793	2.982152	1.573914	2.319452	-0.165675	0.093707	-0.214133	99.763863	-1.241822	100.730484	0.310456	0.082838	0.012959	0.000000	0.109253	0.022617
0.000000	99.785867	99.592201	14.642696	5.666090	1.325401	2.236614	-0.165675	0.136218	-0.214133	99.649422	-0.310474	100.730484	-1.241822	-0.331350	0.016460	0.000000	0.229925	0.029419
0.000000	99.785867	99.735252	14.663728	10.437533	1.822426	1.988102	-0.165675	0.009331	-0.214133	99.878304	-1.241822	100.730484	-1.552278	-0.082838	0.003218	0.000000	0.145549	0.019678
0.000000	99.785867	100.107185	14.718412	2.385722	1.573914	2.319452	-0.165675	0.099897	-0.214133	99.735252	-1.241822	100.730484	0.310456	0.082838	0.012966	0.000000	0.109228	0.016185
0.000000	99.785867	99.534981	14.634283	5.964305	1.408239	2.485127	-0.165675	0.133276	-0.214133	99.592201	0.000000	100.730484	-1.241822	-0.331350	0.012981	0.000000	0.233173	0.025947
0.000000	99.785867	99.763863	14.667935	9.542888	1.822426	1.905264	-0.248513	0.021752	-0.214133	99.935524	-1.241822	100.730484	-1.552278	0.000000	0.000000	0.000000	0.155029	0.012981
0.000000	99.785867	100.107185	14.718412	10.139318	1.573914	0.662701	-0.165675	0.092823	-0.214133	100.221626	-1.241822	100.730484	-1.241896	0.082838	-0.003244	0.000000	0.114575	-0.003244
0.000000	99.785867	99.477760	14.625870	6.560735	1.325401	1.822426	-0.248513	0.096637	-0.214133	99.563591	0.310474	100.730484	-0.931367	-0.248513	0.012985	0.000000	0.189459	0.009740
0.000000	99.785867	99.763863	14.667935	10.735748	1.822426	2.733640	-0.248513	0.069230	-0.214133	99.821083	-1.241822	100.730484	-1.241822	-0.331350	0.013134	0.000000	0.165866	0.026119
0.000000	99.785867	100.107185	14.718412	10.139318	1.822426	0.662701	-0.165675	0.024896	-0.214133	100.221626	-1.241896	100.730484	-0.931422	-0.248513	0.000000	0.000000	0.094125	0.013134
0.000000	99.785867	100.021355	14.705793	6.262520	1.325401	2.402289	-0.248513	0.090221	-0.214133	99.592201	0.310474	100.730484	-1.241822	-0.331350	0.013007	0.000000	0.115116	0.013007
0.000000	99.785867	99.706642	14.659522	9.542888	1.905264	3.064990	-0.248513	0.069426	-0.214133	99.706642	-1.241896	100.730484	-1.241822	-0.331350	-0.003209	0.000000	0.159647	0.009798
0.000000	99.785867	100.164406	14.726825	9.542888	1.822426	2.650802	-0.165675	0.018640	-0.214133	100.278847	-0.620948	100.813316	-0.310456	-0.082838	0.012974	0.000000	0.088066	0.009764
0.000000	99.785867	99.964134	14.697380	6.560735	1.325401	2.402289	-0.248513	0.090298	-0.214133	99.592201	0.310474	100.730484	-1.241896	-0.331350	0.013008	0.000000	0.108938	0.025982
0.000000	99.785867	99.763863	14.667935	10.437533	1.905264	1.739589	-0.248513	0.015520	-0.214133	99.935524	-1.241822	100.730484	-1.241822	0.082838	-0.003215	0.000000	0.105818	0.009793
0.000000	99.785867	100.107185	14.718412	10.437533	1.822426	0.662701	-0.248513	0.024903	-0.214133	100.221626	-1.552278	100.813316	-0.310456	-0.082838	0.006483	0.000000	0.040422	0.003269
0.000000	99.785867	99.935524	14.693173	6.560735	1.242563	1.822426	-0.248513	0.083950	-0.214133	99.649422	0.310474	100.730484	-1.241822	-0.331350	0.012847	0.000000	0.108853	0.019330
0.000000	99.785867	99.678032	14.655315	9.841103	1.905264	3.064990	-0.248513	0.063097	-0.214133	99.678032	-1.241822	100.730484	-1.241896	-0.331350	0.013149	0.000000	0.147047	0.025996
0.000000	99.785867	100.193016	14.731032	9.244673	1.822426	0.579863	-0.248513	0.021734	-0.214133	100.278847	-1.241822	100.813316	0.000000	0.000000	0.000000	0.000000	0.084830	0.013149
0.000000	99.785867	99.992744	14.701586	0.000000	1.325401	1.905264	-0.248513	0.099583	-0.214133	99.821083	0.310456	100.730484	0.310456	-0.331350	0.012881	0.000000	0.121316	0.012881
0.000000	99.785867	99.735252	14.663728	10.735748	1.739589	2.899315	-0.248513	0.109043	-0.214133	99.763863	-0.931367	100.730484	-1.241822	-0.331350	0.013067	0.000000	0.208626	0.025947
0.000000	99.785867	99.449150	14.621664	8.946457	1.822426	2.485127	-0.248513	0.024824	-0.214133	99.506371	-1.552278	100.730484	-1.552371	0.082838	-0.003214	0.000000	0.133868	0.009853
0.000000	99.785867	99.906914	14.688967	1.491076	1.325401	1.905264	-0.165675	0.086985	-0.214133	99.792473	-0.310456	100.730484	-0.310474	-0.082838	0.012851	0.000000	0.111809	0.009637
0.000000	99.785867	99.706642	14.659522	10.139318	1.739589	2.982152	-0.248513	0.112063	-0.214133	99.706642	-1.241748	100.730484	-1.241748	-0.331350	0.013062	0.000000	0.199047	0.025913
0.000000	99.785867	99.477760	14.625870	8.350027	1.822426	0.579863	-0.248513	0.021696	-0.214133	100.307457	-1.552278	100.813316	0.310456	0.082838	-0.003209	0.000000	0.133759	0.009853
0.000000	99.785867	99.878304	14.684760	1.192861	1.325401	1.988102	-0.248513	0.093171	-0.214133	99.763863	-0.310456	100.730484	-1.241748	-0.331350	0.012851	0.000000	0.114867	0.009642
0.000000	99.785867	99.735252	14.663728	9.542888	1.905264	2.982152	-0.248513	0.050449	-0.214133	99.706642	-1.241822	100.730484	-1.241822	-0.082838	0.003278	0.000000	0.143620	0.016129
0.000000	99.785867	99.449150	14.621664	8.051811	1.822426	0.579863	-0.248513	0.102341	-0.214133	100.307457	-1.241822	100.730484	0.310474	-0.331350	0.012992	0.000000	0.152790	0.016270
0.000000	99.785867	99.906914	14.688967	1.789291	1.325401	1.905264	-0.165675	0.089936	-0.214133	99.792473	-0.620911	100.730484	-1.241822	-0.331350	0.012840	0.000000	0.192276	0.025832
0.000000	-2.141328	97.131721	14.280940	-65.607353	22.034792	-93.275101	-0.331350	-0.937886	-0.214133	88.491432	-3.415011	100.730484	-4.967586	0.745538	0.010013	0.000000	-0.847950	0.022852
0.000000	6.852248	-6.895065	-1.013757	79.325256	23.360193	-1.408239	-0.165675	-0.012212	-0.214133	-8.096694	0.620911	100.730484	-1.862733	-0.497025	-0.000815	0.000000	-0.950098	0.009198
0.000000	6.852248	8.440017	1.240906	-11.332179	5.301604	-2.485127	-0.165675	0.010279	-0.214133	8.039474	-1.241896	100.730484	-0.931422	-0.165675	0.000489	0.000000	-0.001933	-0.000326
0.000000	0.000000	6.780624	0.996932	0.894646	1.491076	0.000000	-0.082838	-0.421190	134.820197	5.235672	-0.931367	100.730484	125.113571	33.383541	0.151720	134.593642	-0.410911	0.152210
0.000000	0.000000	-0.543594	-0.079923	156.861221	39.679195	42.495670	-0.082838	0.170027	-60.371118	-0.286102	72.336136	106.280602	-61.780647	-16.484676	0.209531	-60.293078	-0.251163	0.361252
0.000000	0.000000	1.373291	0.201910	-71.273445	16.319000	-15.904813	-0.331350	-0.529198	164.293222	0.658035	-61.470192	103.132767	66.751930	43.489723	0.568932	164.131158	-0.359170	0.778463
0.000000	0.000000	-1.201630	-0.176671	176.543427	49.288353	56.329544	-0.165675	0.145010	127.268677	-1.573563	146.224548	109.097076	146.224548	33.466377	-0.097702	126.980876	-0.384187	0.471230
0.000000	0.000000	0.028610	0.004206	152.387985	42.744183	41.253109	0.000000	0.099540	10.140467	0.057220	125.424026	105.535057	45.016052	12.011447	-0.012382	10.048846	0.244550	-0.110084
0.000000	0.000000	0.829697	0.121987	14.612547	9.029295	6.792680	-0.248513	-0.001172	6.603174	-0.200272	8.384808	100.978996	5.590206	1.491076	-0.000633	6.394720	0.098367	-0.013015
0.000000	0.000000	0.028610	0.004206	10.735748	3.644853	2.816477	-0.248513	0.000665	-6.603095	0.028610	0.000000	100.730484	0.000000	-1.905264	0.001734	-6.394720	-0.000507	0.001101
0.000000	0.000000	-0.028610	-0.004206	0.298215	0.165675	0.082838	-0.248513	-0.000209	-0.471650	-0.000000	-4.969965	100.730484	-4.969965	-0.248513	-0.000089	-0.304510	0.000456	0.001644
0.000000	0.000000	0.000000	0.000000	4.771444	0.000000	1.325401	-0.248513	-0.000014	0.235825	-0.000000	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	-0.000223	-0.000089
0.000000	0.000000	0.000000	0.000000	4.473228	0.000000	1.242563	-0.165675	0.000000	0.000000	-0.000000	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	-0.000014	0.000000
0.000000	0.000000	-0.028610	-0.004206	4.175014	0.000000	1.159726	-0.248513	0.000000	-0.235825	-0.000000	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	4.175014	0.000000	1.159726	-0.248513	0.000000	0.000000	-0.000000	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	3.876798	0.000000	1.076888	-0.248513	-0.000011	0.235825	0.057220	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	-0.000011	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.876798	0.000000	1.076888	-0.248513	-0.000011	-0.235825	-0.000000	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	-0.000021	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	0.994051	-0.248513	-0.000011	0.235825	-0.000000	-0.931924	100.730484	-0.931924	-0.248513	0.000000	0.000000	-0.000021	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	0.994051	-0.248513	-0.000012	0.000000	-0.000000	-0.931868	100.730484	-0.931868	-0.248513	0.000000	0.000000	-0.000022	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	1.076888	-0.248513	-0.000011	0.000000	-0.000000	-0.931868	100.730484	-0.931868	-0.248513	0.000000	0.000000	-0.000022	0.000000
0.000000	0.000000	0.000000	0.000000	3.876798	0.000000	0.994051	-0.248513	-0.000011	0.000000	-0.000000	-0.931757	100.730484	-0.931757	-0.248513	0.000000	0.000000	-0.000021	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.876798	0.000000	1.076888	-0.248513	-0.000012	-0.235825	-0.000000	-0.931757	100.730484	-0.931757	-0.248513	0.000000	0.000000	-0.000022	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	1.076888	-0.248513	-0.000011	0.235825	-0.000000	-0.931757	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000022	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.876798	0.000000	1.076888	-0.165675	-0.000011	-0.235825	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000021	0.000000
0.000000	0.000000	0.000000	0.000000	3.876798	0.000000	0.994051	-0.248513	-0.000011	0.235825	-0.000000	-0.931757	100.730484	-0.931757	-0.248513	0.000000	0.000000	-0.000021	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	1.076888	-0.248513	-0.000011	0.000000	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000021	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	1.076888	-0.248513	-0.000012	0.000000	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000022	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.578583	0.000000	0.994051	-0.248513	-0.000011	-0.235825	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000022	0.000000
0.000000	0.000000	0.000000	0.000000	3.876798	0.000000	1.076888	-0.248513	0.000000	0.235825	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000011	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.876798	0.000000	1.076888	-0.248513	0.000000	-0.235825	-0.000000	-0.931757	100.730484	-0.931701	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	1.076888	-0.248513	-0.000012	0.235825	-0.000000	-0.931757	100.730484	-0.931757	-0.248513	0.000000	0.000000	-0.000012	0.000000
0.000000	0.000000	0.000000	0.000000	3.876798	0.000000	0.994051	-0.248513	0.000000	0.000000	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	-0.000012	0.000000
0.000000	0.000000	0.000000	0.000000	3.578583	0.000000	0.994051	-0.248513	0.000000	0.000000	-0.000000	-0.931701	100.730484	-0.931701	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.578583	0.000000	0.994051	-0.248513	0.000000	-0.235825	-0.000000	-0.931645	100.730484	-0.931645	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.578583	0.000000	0.994051	-0.248513	0.000000	0.000000	-0.000000	-0.931590	100.730484	-0.931645	-0.248513	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.578583	0.000000	0.994051	-0.248513	-0.000011	0.000000	-0.000000	-0.931534	100.730484	-0.931534	-0.248513	0.000000	0.000000	-0.000011	0.000000
0.000000	0.000000	-0.028610	-0.004206	3.876798	0.000000	1.076888	-0.248513	0.000000	0.000000	-0.000000	-0.931590	100.730484	-0.931534	-0.248513	0.000000	0.000000	-0.000011	0.000000
0.000000	6.852248	0.028610	0.004206	4.771444	1.656751	8.035244	-0.248513	0.011124	-0.214133	0.200272	-0.621023	100.730484	-1.242045	-0.331350	0.001474	0.000000	0.011124	0.001474
0.000000	6.852248	6.237030	0.917009	15.208978	2.236614	1.905264	-0.248513	-0.001307	-0.214133	6.666183	-0.620948	100.730484	-0.620948	-0.165675	0.000000	0.000000	0.009817	0.001474
0.000000	6.852248	6.923675	1.017964	-2.087507	1.408239	2.816477	-0.082838	0.009984	-0.214133	6.580352	-0.931422	100.730484	-0.931422	-0.248513	0.000804	0.000000	0.008676	0.000804
0.000000	6.852248	6.351470	0.933835	7.753596	0.911213	-0.579863	-0.248513	-0.001589	-0.214133	7.352829	-0.931367	100.730484	-0.931367	-0.248513	0.000488	0.000000	0.008395	0.001292
0.000000	6.852248	6.608963	0.971693	0.596430	2.070939	4.804579	-0.165675	0.011942	-0.214133	6.179809	0.310474	100.730484	0.310456	-0.248513	0.000943	0.000000	0.010354	0.001432
0.000000	6.852248	6.952285	1.022170	5.964305	0.662701	-0.911213	-0.248513	-0.002693	-0.214133	7.238388	-0.931311	100.730484	-1.241673	-0.331350	0.000527	0.000000	0.009249	0.001470
0.000000	6.852248	7.038116	1.034790	5.367874	0.662701	1.491076	-0.165675	0.007148	-0.214133	6.494522	-0.931422	100.730484	-0.931422	-0.248513	0.000239	0.000000	0.004455	0.000766
0.000000	6.852248	6.923675	1.017964	1.789291	0.082838	0.082838	-0.248513	0.000217	-0.214133	7.009506	-0.620948	100.730484	-0.931422	-0.248513	0.000647	0.000000	0.007365	0.000886
0.000000	6.852248	7.095336	1.043203	2.385722	0.994051	1.905264	-0.165675	0.008009	-0.214133	6.923675	-0.931367	100.730484	-0.931422	-0.248513	0.000717	0.000000	0.008226	0.001365
0.000000	6.852248	6.752014	0.992725	3.578583	0.248513	1.076888	-0.248513	0.001313	-0.214133	6.809234	-0.931422	100.730484	0.000000	0.000000	0.000217	0.000000	0.009322	0.000934
